Test.data,Classifier,Feature.Selection,Features,Additional.Information,Discretisation.method,Discretisation.width.number,Number.of.features,AUC,fscore2,precision,recall,Features
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,3,0.68,0.44,0.25,0.55,"IVH_RVRI_90_32, Shape_centroidDistance_32, Shape_maxDiameter2D1_32"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.2,9,0.54,0.41,0.27,0.47,"NGTDM_coarseness_0.2, IVH_AVRI_90_0.2, Stats_qcod_0.2, IH_maxGrad_0.2, NGLDM_HGLDE_0.2, Age, Metastasis, Histology, IVH_RVRI_70_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,6,0.7,0.54,0.21,0.93,"Age, Histology, Metastasis, GLCM_clusShade_64, GLSZM_HISAE_64, IH_p90_64"
Mix,Logistic Regression,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.2,5,0.57,0.42,0.26,0.5,"NGLDM_HGLDE_0.2, Age, Metastasis, Histology, IVH_RVRI_70_0.2"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,3,0.6,0.45,0.24,0.59,"IVH_AVRI_90_0.05, IVH_RVRI_90_0.05, NGTDM_strength_0.05"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,7,0.62,0.45,0.24,0.59,"IVH_AVRI_90_0.1, Shape_areaDensityBB_0.1, IVH_RVRI_40_0.1, GLCM_infoCorr2_0.1, Shape_flatness_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.2,10,0.57,0.4,0.27,0.46,"IVH_RVRI_10_0.2, IVH_RVRI_20_0.2, IVH_RVRI_30_0.2, IVH_RVRI_40_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, Stats_cov_0.2, Stats_qcod_0.2"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.1,10,0.57,0.4,0.27,0.46,"IVH_RVRI_10_0.1, IVH_RVRI_20_0.1, IVH_RVRI_30_0.1, IVH_RVRI_40_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, Stats_cov_0.1, Stats_qcod_0.1"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,10,0.51,0.38,0.26,0.49,"Fractal_sd_0.5, IH_kurtosis_0.5, IH_maxGrad_0.5, IVH_RVRI_10_0.5, IVH_RVRI_20_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_90_0.5, Stats_skewness_0.5"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,6,0.5,0.36,0.26,0.49,"Stats_skewness_0.1, IVH_RVRI_90_0.1, IVH_RVRI_20_0.1, IH_kurtosis_0.1, GLDZM_DZNN_0.1, GLCM_clusProm_0.1"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,5,0.66,0.52,0.21,0.85,"Histology, GLCM_clusShade_0.2, IH_skewness_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,5,0.54,0.37,0.29,0.4,"IVH_RVRI_90_0.1, IVH_RVRI_20_0.1, IH_kurtosis_0.1, GLDZM_DZNN_0.1, GLCM_clusProm_0.1"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,5,0.68,0.51,0.21,0.84,"Histology, GLCM_clusShade_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_90_0.1"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,8,0.52,0.38,0.25,0.5,"IVH_AVRI_90_0.05, IVH_RVRI_40_0.05, Shape_majoraxislength_0.05, Metastasis, GLCM_infoCorr2_0.05, GLCM_clusShade_0.05, Histology, IVH_RVRI_90_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,6,0.56,0.55,0.2,0.97,"IH_maxGradI_0.05, GLDZM_LDE_0.05, GLCM_clusShade_0.05, NGTDM_strength_0.05, Shape_flatness_0.05, IVH_RVRI_90_0.05"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,8,0.5,0.37,0.25,0.49,"GLCM_clusShade_0.2, IH_skewness_0.2, IVH_RVRI_10_0.2, IVH_RVRI_20_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Stats_skewness_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,5,0.63,0.55,0.2,0.96,"IVH_RVRI_40_0.1, GLCM_infoCorr2_0.1, Shape_flatness_0.1, GLCM_clusShade_0.1, IVH_RVRI_90_0.1"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,3,0.66,0.54,0.2,0.96,"GLCM_clusShade_64, GLSZM_HISAE_64, IH_p90_64"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,9,0.67,0.42,0.24,0.53,"Fractal_average_0.05, GLCM_clusShade_0.05, IH_kurtosis_0.05, IVH_AVRI_90_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05, NGTDM_strength_0.05, Stats_kurtosis_0.05, Stats_skewness_0.05"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,10,0.55,0.39,0.26,0.45,"GLCM_clusShade_0.1, IH_kurtosis_0.1, IH_skewness_0.1, IVH_AVRI_90_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Shape_flatness_0.1, Stats_kurtosis_0.1, Stats_skewness_0.1"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,4,0.58,0.52,0.2,0.92,"Metastasis, GLCM_clusShade_64, Histology, IVH_RVRI_90_64"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,5,0.58,0.34,0.3,0.36,"Shape_majoraxislength_32, IVH_RVRI_20_32, Shape_volumeDensityBE_32, GLCM_clusShade_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,9,0.65,0.47,0.21,0.73,"Age, Histology, GLCM_clusShade_0.05, IVH_RVRI_40_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,10,0.61,0.43,0.23,0.56,"NGTDM_strength_0.05, IVH_AIRV_40_0.05, IVH_RVRI_40_0.05, Shape_maxDiameter2D1_0.05, IVH_AVRI_90_0.05, IVH_RVRI_20_0.05, GLCM_infoCorr2_0.05, GLCM_clusShade_0.05, Shape_areaDensityBE_0.05, IVH_RVRI_90_0.05"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,4,0.61,0.51,0.2,0.88,"GLCM_clusShade_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_90_0.1"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,9,0.6,0.37,0.27,0.41,"IH_kurtosis_0.2, IH_skewness_0.2, IVH_AVRI_90_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Shape_flatness_0.2, Shape_volumeDensityBB_0.2, Stats_kurtosis_0.2"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,5,0.64,0.35,0.29,0.37,"IH_kurtosis_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_90_0.5"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,7,0.59,0.37,0.26,0.43,"Stats_var_64, GLRLM_GLV_64, GLCM_clusShade_64, IVH_MIRV_30_64, GLDZM_SDE_64, IH_p90_64, IVH_RVRI_20_64"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,64,5,0.62,0.39,0.25,0.46,"IVH_AVRI_90_64, GLDZM_DZV_64, Stats_std_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.1,7,0.5,0.37,0.24,0.49,"GLCM_clusShade_0.1, IVH_RVRI_10_0.1, IVH_RVRI_20_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Stats_skewness_0.1"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.2,9,0.52,0.36,0.24,0.49,"Age, IVH_RVRI_20_0.2, IVH_AVRI_90_0.2, IVH_RVRI_40_0.2, Shape_flatness_0.2, GLCM_clusShade_0.2, Metastasis, Histology, IVH_RVRI_90_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.05,7,0.59,0.5,0.2,0.82,"Fractal_average_0.05, GLCM_clusShade_0.05, IH_kurtosis_0.05, IVH_AVRI_90_0.05, IVH_RVRI_90_0.05, NGTDM_strength_0.05, Stats_kurtosis_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.5,5,0.62,0.49,0.2,0.82,"GLCM_clusShade_0.5, IVH_RVRI_20_0.5, Shape_elongation_0.5, Fractal_average_0.5, GLDZM_SDE_0.5"
Mix,Logistic Regression,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,64,9,0.57,0.38,0.25,0.45,"GLDZM_HILDE_64, IVH_RVRI_10_64, IVH_RVRI_30_64, IVH_RVRI_40_64, IVH_RVRI_70_64, Shape_elongation_64, Stats_cov_64, Stats_qcod_64, Stats_var_64"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,6,0.61,0.34,0.29,0.36,"IVH_RVRI_10_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05, Stats_skewness_0.05"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,7,0.56,0.41,0.23,0.53,"IVH_RVRI_70_0.1, Shape_volumeDensityBB_0.1, Shape_flatness_0.1, GLDZM_DZE_0.1, IH_skewness_0.1, GLCM_maxCorr_0.1, IVH_RVRI_90_0.1"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,6,0.52,0.35,0.24,0.48,"IVH_AVRI_90_0.5, Shape_flatness_0.5, IVH_RVRI_40_0.5, Metastasis, Histology, IVH_RVRI_90_0.5"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,8,0.51,0.34,0.24,0.48,"Shape_elongation_0.2, GLCM_clusShade_0.2, GLRLM_SRE_0.2, IVH_RVRI_90_0.2, IVH_RVRI_20_0.2, IH_skewness_0.2, NGLDM_SM_0.2, GLCM_clusProm_0.2"
Mix,RF,Backward MRMR spearman,Original Radiomics Features,Combat harmonization,FBN,32,10,0.56,0.33,0.3,0.34,"GLDZM_HILDE_32, IH_maxGradI_32, IVH_RVRI_10_32, IVH_RVRI_30_32, IVH_RVRI_40_32, IVH_RVRI_70_32, Shape_elongation_32, Stats_cov_32, Stats_qcod_32, Stats_var_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,3,0.49,0.52,0.19,0.95,"Shape_volumeDensityBE_32, GLCM_clusShade_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,2,0.45,0.52,0.19,0.95,"GLCM_clusShade_32, IVH_RVRI_90_32"
Mix,RF,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,64,5,0.6,0.37,0.25,0.43,"IVH_RVRI_10_64, IVH_RVRI_20_64, Shape_areaDensityBB_64, Shape_elongation_64, Shape_volumeDensityBB_64"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,8,0.62,0.34,0.27,0.38,"Fractal_sd_0.5, IVH_RVRI_10_0.5, IVH_RVRI_20_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_90_0.5, Stats_skewness_0.5"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,5,0.6,0.35,0.26,0.4,"Histology, IH_kurtosis_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_90_0.5"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,10,0.63,0.47,0.2,0.73,"Age, Histology, Metastasis, GLCM_clusShade_32, GLSZM_HISAE_32, IH_p90_32, IVH_RVRI_40_32, IVH_RVRI_60_32, IVH_RVRI_70_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,64,10,0.58,0.5,0.19,0.9,"IVH_RVRI_10_64, NGLDM_HGSDE_64, Shape_elongation_64, Stats_var_64, GLRLM_GLV_64, GLCM_clusShade_64, IVH_MIRV_30_64, GLDZM_SDE_64, IH_p90_64, IVH_RVRI_20_64"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,8,0.51,0.38,0.23,0.49,"Age, Histology, Metastasis, GLCM_clusShade_64, GLRLM_SRHGE_64, GLSZM_HISAE_64, IH_p90_64, NGLDM_HGSDE_64"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,3,0.51,0.37,0.23,0.49,"IVH_RVRI_90_0.05, Stats_skewness_0.05, GLDZM_HILDE_0.05"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,5,0.51,0.37,0.23,0.49,"IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05, Stats_skewness_0.05"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,6,0.51,0.36,0.23,0.49,"IH_maxGrad_0.5, IVH_RVRI_20_0.5, IH_kurtosis_0.5, GLCM_sumEntro_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,7,0.51,0.36,0.23,0.49,"IH_kurtosis_0.5, IVH_AVRI_90_0.5, IVH_RVRI_50_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_90_0.5"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,4,0.51,0.36,0.23,0.49,"GLCM_clusShade_32, IH_p90_32, IVH_RVRI_40_32, IVH_RVRI_90_32"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,3,0.57,0.29,0.34,0.29,"GLSZM_LAE_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,4,0.6,0.5,0.19,0.87,"GLCM_clusShade_0.2, IH_skewness_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.05,5,0.59,0.42,0.21,0.6,"GLCM_maxProb_0.05, Age, Metastasis, Histology, IVH_RVRI_70_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.1,8,0.55,0.4,0.21,0.58,"IVH_RVRI_20_0.1, GLDZM_SDE_0.1, IVH_RVRI_80_0.1, Age, NGLDM_HGLDE_0.1, Metastasis, Histology, IVH_RVRI_70_0.1"
Mix,Logistic Regression,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,9,0.57,0.36,0.25,0.4,"IVH_RVRI_10_0.05, IVH_RVRI_20_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05, Shape_compactness_0.05, Shape_volumeDensityBB_0.05, Stats_skewness_0.05"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.2,10,0.54,0.47,0.19,0.8,"Stats_kurtosis_0.2, GLDZM_DZNN_0.2, Shape_elongation_0.2, GLCM_clusShade_0.2, GLRLM_SRE_0.2, IVH_RVRI_90_0.2, IVH_RVRI_20_0.2, IH_skewness_0.2, NGLDM_SM_0.2, GLCM_clusProm_0.2"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBN,32,10,0.62,0.38,0.23,0.46,"Shape_centroidDistance_32, Shape_elongation_32, IVH_AVRI_90_32, IVH_RVRI_20_32, Stats_kurtosis_32, Stats_std_32, GLDZM_SDE_32, GLCM_clusShade_32, Shape_flatness_32, IVH_RVRI_90_32"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,10,0.52,0.38,0.23,0.46,"GLSZM_LISAE_0.5, IVH_AVRI_90_0.5, Shape_flatness_0.5, NGLDM_DN_0.5, IH_kurtosis_0.5, Shape_volumeDensityBB_0.5, IVH_RVRI_20_0.5, GLSZM_LAE_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5"
Mix,Logistic Regression,Forward MRMR spearman,Original Radiomics Features,Combat harmonization,FBW,0.1,8,0.56,0.39,0.22,0.5,"IVH_RVRI_80_0.1, GLSZM_HILAE_0.1, Shape_elongation_0.1, IVH_RVRI_10_0.1, IVH_RVRI_70_0.1, GLRLM_RP_0.1, GLDZM_SDE_0.1, IVH_RVRI_20_0.1"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBN,64,10,0.56,0.39,0.22,0.5,"Age, Histology, Metastasis, IVH_RVRI_40_64, IVH_RVRI_50_64, IVH_RVRI_60_64, IVH_RVRI_70_64, IVH_RVRI_80_64, Stats_cov_64, Stats_qcod_64"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBN,32,10,0.56,0.39,0.22,0.5,"Age, Histology, Metastasis, IVH_RVRI_40_32, IVH_RVRI_50_32, IVH_RVRI_60_32, IVH_RVRI_70_32, IVH_RVRI_80_32, Stats_cov_32, Stats_qcod_32"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,7,0.51,0.38,0.22,0.5,"GLCM_clusShade_0.1, IVH_AVRI_90_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,8,0.52,0.37,0.22,0.5,"IVH_AVRI_90_0.1, Shape_flatness_0.1, IVH_RVRI_40_0.1, GLCM_infoCorr2_0.1, Metastasis, GLCM_clusShade_0.1, Histology, IVH_RVRI_90_0.1"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,6,0.51,0.37,0.22,0.5,"GLCM_clusShade_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.1,10,0.52,0.37,0.22,0.5,"Age, Histology, Metastasis, GLCM_clusShade_0.1, IVH_AVRI_90_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.2,7,0.58,0.43,0.2,0.64,"Age, Histology, Metastasis, IVH_RVRI_20_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,8,0.51,0.35,0.22,0.49,"GLCM_clusShade_0.2, IH_skewness_0.2, IVH_AVRI_90_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBN,32,2,0.52,0.51,0.18,0.97,"GLCM_clusShade_32, IVH_RVRI_10_32"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.1,9,0.58,0.43,0.2,0.63,"Age, Histology, Metastasis, IVH_RVRI_20_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, Stats_cov_0.1"
Mix,RF,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.05,7,0.54,0.35,0.24,0.41,"IVH_RVRI_60_0.05, GLDZM_SDE_0.05, GLCM_infoCorr2_0.05, Shape_compactness_0.05, IVH_RVRI_90_0.05, Stats_skewness_0.05, GLDZM_HILDE_0.05"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Clinical,FBW,0.05,10,0.57,0.42,0.2,0.62,"Age, Histology, Metastasis, IVH_RVRI_20_0.05, IVH_RVRI_40_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, Stats_cov_0.05"
Mix,RF,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBN,64,2,0.56,0.37,0.23,0.44,"GLRLM_LRLGE_64, IVH_RVRI_80_64"
Mix,Logistic Regression,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.2,8,0.53,0.37,0.23,0.44,"IVH_RVRI_70_0.2, Shape_volumeDensityBB_0.2, GLCM_sumEntro_0.2, GLCM_maxCorr_0.2, IVH_RVRI_10_0.2, Shape_elongation_0.2, IH_mode_0.2, IVH_RVRI_80_0.2"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Combat harmonization,FBW,0.5,9,0.55,0.36,0.23,0.44,"GLCM_entrop2_0.5, Shape_elongation_0.5, GLCM_clusTend_0.5, IH_maxGrad_0.5, IVH_RVRI_20_0.5, IH_kurtosis_0.5, GLCM_sumEntro_0.5, Stats_skewness_0.5, IVH_RVRI_90_0.5"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.1,9,0.57,0.33,0.26,0.36,"GLCM_clusShade_0.1, IH_kurtosis_0.1, IH_skewness_0.1, IVH_AVRI_90_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Stats_kurtosis_0.1, Stats_skewness_0.1"
Mix,SVM,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,32,10,0.51,0.34,0.22,0.48,"NGLDM_HGSDE_32, Age, IVH_RVRI_20_32, IVH_AVRI_90_32, Shape_majoraxislength_32, IVH_RVRI_40_32, Metastasis, Histology, GLCM_clusShade_32, IVH_RVRI_90_32"
Mix,Naive Bayes,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,3,0.45,0.51,0.18,0.93,"Shape_flatness_64, GLCM_clusShade_64, IVH_RVRI_90_64"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBN,32,7,0.57,0.49,0.18,0.92,"IH_maxGradI_32, IVH_RVRI_10_32, IVH_RVRI_20_32, Shape_areaDensityBB_32, Shape_elongation_32, Shape_volumeDensityBB_32, Shape_volumeDensityBE_32"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.5,8,0.68,0.3,0.3,0.3,"Age, Histology, IH_kurtosis_0.5, IVH_AVRI_90_0.5, IVH_RVRI_60_0.5, IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_90_0.5"
Mix,Logistic Regression,Forward MRMR spearman,Tumor to Liver ratio Radiomics Features,Interpolation,FBW,0.2,7,0.51,0.38,0.22,0.47,"Stats_kurtosis_0.2, GLDZM_LDE_0.2, Shape_flatness_0.2, GLCM_entrop2_0.2, IH_skewness_0.2, GLCM_maxCorr_0.2, IVH_RVRI_90_0.2"
Mix,Naive Bayes,Forward MRMR spearman,Original Radiomics Features,Interpolation,FBN,32,10,0.5,0.48,0.18,0.86,"IVH_RVRI_20_32, GLCM_autocorr_32, Shape_elongation_32, NGTDM_strength_32, IVH_RVRI_10_32, Stats_std_32, GLDZM_INN_32, Shape_asphericity_32, Shape_areaDensityBB_32, IVH_RVRI_40_32"
Mix,SVM,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBW,0.05,4,0.52,0.38,0.21,0.51,"Histology, GLCM_clusShade_0.05, IVH_RVRI_70_0.05, IVH_RVRI_90_0.05"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.2,9,0.5,0.46,0.18,0.82,"IVH_RVRI_10_0.2, IVH_RVRI_20_0.2, IVH_RVRI_40_0.2, IVH_RVRI_70_0.2, IVH_RVRI_80_0.2, IVH_RVRI_90_0.2, Shape_areaDensityBB_0.2, Shape_elongation_0.2, Shape_volumeDensityBB_0.2"
Mix,Naive Bayes,Backward MRMR spearman,Original Radiomics Features,Interpolation,FBW,0.1,9,0.5,0.46,0.18,0.82,"IVH_RVRI_10_0.1, IVH_RVRI_20_0.1, IVH_RVRI_40_0.1, IVH_RVRI_70_0.1, IVH_RVRI_80_0.1, IVH_RVRI_90_0.1, Shape_areaDensityBB_0.1, Shape_elongation_0.1, Shape_volumeDensityBB_0.1"
Mix,RF,Backward MRMR spearman,Tumor to Liver ratio Radiomics Features,Clinical,FBN,64,8,0.6,0.29,0.29,0.3,"Age, Histology, Metastasis, GLCM_clusShade_64, GLRLM_SRHGE_64, GLSZM_HISAE_64, IH_p90_64, NGLDM_HGSDE_64"
